Word	POS	Entity_Value_Time	Event	Modality	Tense	Polarity	ID_Event	Argument
پرداخت		O	(B_Money Transfer, EV_26_5604_211)	Asserted	Past	Positive	EV_26_5604_211	
7		(B_Numeric, EN_26_24070_19)	O	O	O	O	O	(B_Price,EV_26_5604_211,EN_26_24070_19)
میلیارد		(I_Numeric, EN_26_24070_19)	O	O	O	O	O	(I_Price,EV_26_5604_211,EN_26_24070_19)
ریال		(I_Numeric, EN_26_24070_19)	O	O	O	O	O	(I_Price,EV_26_5604_211,EN_26_24070_19)
تسهیلات		(B_Facility, EN_26_173102_17)	O	O	O	O	O	
قرض‌الحسنه		(I_Facility, EN_26_173102_17)	O	O	O	O	O	
به		O	O	O	O	O	O	
کشاورزان		(B_Person, EN_26_24073_15)	O	O	O	O	O	(B_Target,EV_26_5604_211,EN_26_24073_15)(B_Target,EV_26_5605_169,EN_26_24073_15)
اصفهانی		(I_Person, EN_26_24073_15)	O	O	O	O	O	(I_Target,EV_26_5604_211,EN_26_24073_15)(I_Target,EV_26_5605_169,EN_26_24073_15)
خسارت‌دیده		O	(B_Destruction, EV_26_5605_169)	Asserted	Past	Positive	EV_26_5605_169	
ناشی		O	O	O	O	O	O	
از		O	O	O	O	O	O	
سیل		O	(B_Flood, EV_26_50390_152)	Asserted	Past	Positive	EV_26_50390_152	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3832">	begin	O	O	O	O	O	O	O
پرسپولیسی‌ها		(B_Organization, EN_26_24079_12)	O	O	O	O	O	
به		O	O	O	O	O	O	
دنبال		O	O	O	O	O	O	
18		(B_Numeric, EN_26_24080_19)	O	O	O	O	O	
میلیارد		(I_Numeric, EN_26_24080_19)	O	O	O	O	O	
گمشده		(I_Numeric, EN_26_24080_19)	O	O	O	O	O	
!		O	O	O	O	O	O	
پ		O	O	O	O	O	O	
پرسپولیسی‌ها		O	O	O	O	O	O	
به		O	O	O	O	O	O	
دنبال		O	O	O	O	O	O	
18		O	O	O	O	O	O	
میلیارد		O	O	O	O	O	O	
گمشده		O	O	O	O	O	O	
!		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3833">	begin	O	O	O	O	O	O	O
پس		O	O	O	O	O	O	
از		O	O	O	O	O	O	
تساوی		O	O	O	O	O	O	
برابر		O	O	O	O	O	O	
ویتوریا		(B_Organization, EN_26_24085_12)	O	O	O	O	O	
گیمارش		(I_Organization, EN_26_24085_12)	O	O	O	O	O	
؛		O	O	O	O	O	O	
هواداران		(B_Person, EN_26_24083_15)	O	O	O	O	O	(B_Source,EV_26_5606_210,EN_26_24083_15)
آرسنال		(I_Person, EN_26_24083_15)	O	O	O	O	O	(I_Source,EV_26_5606_210,EN_26_24083_15)
خواهان		O	O	O	O	O	O	
اخراج		O	(B_End Position, EV_26_5606_210)	Asserted	Past	Positive	EV_26_5606_210	
اونای		(B_Person, EN_26_24087_15)	O	O	O	O	O	(B_Target,EV_26_5606_210,EN_26_24087_15)
امری		(I_Person, EN_26_24087_15)	O	O	O	O	O	(I_Target,EV_26_5606_210,EN_26_24087_15)
شدند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3834">	begin	O	O	O	O	O	O	O
پلیس		(B_Person, EN_26_24089_15)	O	O	O	O	O	
برزیل		(I_Person, EN_26_24089_15)	O	O	O	O	O	
:		(I_Person, EN_26_24089_15)	O	O	O	O	O	
شواهد		O	O	O	O	O	O	
کافی		O	O	O	O	O	O	
برای		O	O	O	O	O	O	
طرح		O	O	O	O	O	O	
اتهام		O	(B_Complaint, EV_26_30062_183)	Asserted	Now	Positive	EV_26_30062_183	
تجاوز		O	(B_Sex assault, EV_26_5607_170)	Other	Past	Positive	EV_26_5607_170	
جنسی		O	(I_Sex assault, EV_26_5607_170)	O	O	O	EV_26_5607_170	
علیه		O	O	O	O	O	O	
نیمار		(B_Person, EN_26_24092_15)	O	O	O	O	O	(B_Source,EV_26_5607_170,EN_26_24092_15)(B_Target,EV_26_30062_183,EN_26_24092_15)
وجود		O	O	O	O	O	O	
ندارد		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3835">	begin	O	O	O	O	O	O	O
پنس		(B_Organization, EN_26_24093_12)	O	O	O	O	O	
:		O	O	O	O	O	O	
ترکیه		(B_Geo-Political Entity, EN_26_24094_13)	O	O	O	O	O	
بین		O	O	O	O	O	O	
باقی		O	O	O	O	O	O	
ماندن		O	O	O	O	O	O	
در		O	O	O	O	O	O	
ناتو		(B_Organization, EN_26_24095_12)	O	O	O	O	O	
یا		O	O	O	O	O	O	
خرید		O	O	O	O	O	O	
اس		(B_Facility, EN_26_24096_17)	O	O	O	O	O	
400		(I_Facility, EN_26_24096_17)	O	O	O	O	O	
انتخاب		O	O	O	O	O	O	
کند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3836">	begin	O	O	O	O	O	O	O
پوشش		O	(B_Aid, EV_26_5609_226)	Asserted	Past	Positive	EV_26_5609_226	
امدادی		O	(I_Aid, EV_26_5609_226)	O	O	O	EV_26_5609_226	
84		(B_Numeric, EN_26_24098_19)	O	O	O	O	O	(B_Target,EV_26_5609_226,EN_26_24098_19)
حادثه		(I_Numeric, EN_26_24098_19)	O	O	O	O	O	(I_Target,EV_26_5609_226,EN_26_24098_19)
توسط		O	O	O	O	O	O	
نجاتگران		(B_Person, EN_26_24100_15)	O	O	O	O	O	(B_Source,EV_26_5609_226,EN_26_24100_15)
جمعیت		(I_Person, EN_26_24100_15)	O	O	O	O	O	(I_Source,EV_26_5609_226,EN_26_24100_15)
هلال‌احمر		(I_Person, EN_26_24100_15)	O	O	O	O	O	(I_Source,EV_26_5609_226,EN_26_24100_15)
استان		(I_Person, EN_26_24100_15)	O	O	O	O	O	(I_Source,EV_26_5609_226,EN_26_24100_15)
اصفهان		(I_Person, EN_26_24100_15)	O	O	O	O	O	(I_Source,EV_26_5609_226,EN_26_24100_15)
در		O	O	O	O	O	O	
هفته		(B_Time, EN_26_24105_18)	O	O	O	O	O	(B_Time,EV_26_5609_226,EN_26_24105_18)
گذشته		(I_Time, EN_26_24105_18)	O	O	O	O	O	(I_Time,EV_26_5609_226,EN_26_24105_18)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3837">	begin	O	O	O	O	O	O	O
پیام		O	O	O	O	O	O	
تبریک		O	O	O	O	O	O	
وزیر		(B_Person, EN_26_24107_15)	O	O	O	O	O	
بهداشت		(I_Person, EN_26_24107_15)	O	O	O	O	O	
به		O	O	O	O	O	O	
مناسبت		O	O	O	O	O	O	
انتصاب		O	(B_Start-Position, EV_26_5611_208)	Asserted	Past	Positive	EV_26_5611_208	
وزیر		(B_Person, EN_26_24109_15)	O	O	O	O	O	(B_Target,EV_26_5611_208,EN_26_24109_15)
بهداشت		(I_Person, EN_26_24109_15)	O	O	O	O	O	(I_Target,EV_26_5611_208,EN_26_24109_15)
و		(I_Person, EN_26_24109_15)	O	O	O	O	O	(I_Target,EV_26_5611_208,EN_26_24109_15)
رفاه		(I_Person, EN_26_24109_15)	O	O	O	O	O	(I_Target,EV_26_5611_208,EN_26_24109_15)
خانواده		(I_Person, EN_26_24109_15)	O	O	O	O	O	(I_Target,EV_26_5611_208,EN_26_24109_15)
هند		(I_Person, EN_26_24109_15)	O	O	O	O	O	(I_Target,EV_26_5611_208,EN_26_24109_15)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3838">	begin	O	O	O	O	O	O	O
پیروزی		O	O	O	O	O	O	
دونالد		(B_Person, EN_26_24115_15)	O	O	O	O	O	(B_Participant,EV_26_5612_261,EN_26_24115_15)
ترامپ		(I_Person, EN_26_24115_15)	O	O	O	O	O	(I_Participant,EV_26_5612_261,EN_26_24115_15)
و		O	O	O	O	O	O	
برنی		(B_Person, EN_26_24117_15)	O	O	O	O	O	(B_Participant,EV_26_5612_261,EN_26_24117_15)
سندرز		(I_Person, EN_26_24117_15)	O	O	O	O	O	(I_Participant,EV_26_5612_261,EN_26_24117_15)
در		O	O	O	O	O	O	
انتخابات		O	(B_Election Results, EV_26_5612_261)	Asserted	Past	Positive	EV_26_5612_261	
مقدماتی		O	O	O	O	O	O	
ریاست		O	O	O	O	O	O	
جمهوری		O	O	O	O	O	O	
نیو		(B_Geo-Political Entity, EN_26_24315_13)	O	O	O	O	O	(B_Place,EV_26_5612_261,EN_26_24315_13)
همپشر		(I_Geo-Political Entity, EN_26_24315_13)	O	O	O	O	O	(I_Place,EV_26_5612_261,EN_26_24315_13)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3839">	begin	O	O	O	O	O	O	O
پیشنهاد		O	O	O	O	O	O	
سخنگوی		(B_Person, EN_26_24127_15)	O	O	O	O	O	
شورای		(I_Person, EN_26_24127_15)	O	O	O	O	O	
نگهبان		(I_Person, EN_26_24127_15)	O	O	O	O	O	
به		O	O	O	O	O	O	
دولت		(B_Organization, EN_26_24130_12)	O	O	O	O	O	
برای		O	O	O	O	O	O	
پیگیری		O	O	O	O	O	O	
دخالت		O	O	O	O	O	O	
اروپا		(B_Geo-Political Entity, EN_26_24131_13)	O	O	O	O	O	
در		O	O	O	O	O	O	
اغتشاشات		O	(B_Protest, EV_26_5613_270)	Asserted	Past	Positive	EV_26_5613_270	
اخیر		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3840">	begin	O	O	O	O	O	O	O
تاثیر		O	O	O	O	O	O	
گرسنگی		O	O	O	O	O	O	
ناشی		O	O	O	O	O	O	
از		O	O	O	O	O	O	
کمبود		O	O	O	O	O	O	
ریزمغذی‌ها		O	O	O	O	O	O	
بر		O	O	O	O	O	O	
هیجانات		O	O	O	O	O	O	
آیا		O	O	O	O	O	O	
واقعا		O	O	O	O	O	O	
«		O	O	O	O	O	O	
گرسنه		O	O	O	O	O	O	
»		O	O	O	O	O	O	
هستید		O	O	O	O	O	O	
؟		O	O	O	O	O	O	
دانستنی‌ها		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3844">	begin	O	O	O	O	O	O	O
تجاوز		O	(B_Sex assault, EV_26_5614_170)	Asserted	Past	Positive	EV_26_5614_170	
جنسی		O	(I_Sex assault, EV_26_5614_170)	O	O	O	EV_26_5614_170	
به		O	O	O	O	O	O	
مریم		(B_Person, EN_26_24150_15)	O	O	O	O	O	(B_Target,EV_26_5614_170,EN_26_24150_15)
15		(I_Person, EN_26_24150_15)	O	O	O	O	O	(I_Target,EV_26_5614_170,EN_26_24150_15)
ساله		(I_Person, EN_26_24150_15)	O	O	O	O	O	(I_Target,EV_26_5614_170,EN_26_24150_15)
توسط		O	O	O	O	O	O	
2		(B_Person, EN_26_24153_15)	O	O	O	O	O	(B_Number of Sources,EV_26_5614_170,EN_26_24153_15)
خاستگارش		(I_Person, EN_26_24153_15)	O	O	O	O	O	(I_Number of Sources,EV_26_5614_170,EN_26_24153_15)
در		O	O	O	O	O	O	
روستا		(B_Location, EN_26_24155_14)	O	O	O	O	O	(B_Place,EV_26_5614_170,EN_26_24155_14)
+		O	O	O	O	O	O	
جزئیات		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3845">	begin	O	O	O	O	O	O	O
تجاوز		O	(B_Sex assault, EV_26_5618_170)	Asserted	Past	Positive	EV_26_5618_170	
جنسی		O	(I_Sex assault, EV_26_5618_170)	O	O	O	EV_26_5618_170	
به		O	O	O	O	O	O	
مریم		(B_Person, EN_26_24156_15)	O	O	O	O	O	(B_Target,EV_26_5618_170,EN_26_24156_15)
15		(I_Person, EN_26_24156_15)	O	O	O	O	O	(I_Target,EV_26_5618_170,EN_26_24156_15)
ساله		(I_Person, EN_26_24156_15)	O	O	O	O	O	(I_Target,EV_26_5618_170,EN_26_24156_15)
توسط		O	O	O	O	O	O	
2		(B_Person, EN_26_24159_15)	O	O	O	O	O	(B_Number of Sources,EV_26_5618_170,EN_26_24159_15)
خواستگارش		(I_Person, EN_26_24159_15)	O	O	O	O	O	(I_Number of Sources,EV_26_5618_170,EN_26_24159_15)
در		O	O	O	O	O	O	
روستا		(B_Location, EN_26_24161_14)	O	O	O	O	O	(B_Place,EV_26_5618_170,EN_26_24161_14)
+		O	O	O	O	O	O	
جزئیات		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3846">	begin	O	O	O	O	O	O	O
تجاوز		O	(B_Sex assault, EV_26_5620_170)	Asserted	Past	Positive	EV_26_5620_170	
جنسی		O	(I_Sex assault, EV_26_5620_170)	O	O	O	EV_26_5620_170	
مرد		(B_Person, EN_26_24162_15)	O	O	O	O	O	(B_Source,EV_26_5620_170,EN_26_24162_15)
جوان		(I_Person, EN_26_24162_15)	O	O	O	O	O	(I_Source,EV_26_5620_170,EN_26_24162_15)
به		O	O	O	O	O	O	
دختر		(B_Person, EN_26_24164_15)	O	O	O	O	O	(B_Target,EV_26_5620_170,EN_26_24164_15)
وزن		(B_Person, EN_26_24167_15)	O	O	O	O	O	(B_Target,EV_26_5620_170,EN_26_24167_15)
همسایه		(I_Person, EN_26_24167_15)	O	O	O	O	O	(I_Target,EV_26_5620_170,EN_26_24167_15)
در		O	O	O	O	O	O	
مقابل		O	O	O	O	O	O	
همسرش		(B_Person, EN_26_24176_15)	O	O	O	O	O	
+		O	O	O	O	O	O	
عکس		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3847">	begin	O	O	O	O	O	O	O
تجمع		O	(B_Protest, EV_26_5628_270)	Asserted	Past	Positive	EV_26_5628_270	
دانشجویان		(B_Person, EN_26_24177_15)	O	O	O	O	O	(B_Number of Sources,EV_26_5623_270,EN_26_24177_15)(B_Source,EV_26_5628_270,EN_26_24177_15)
بسیجی		(I_Person, EN_26_24177_15)	O	O	O	O	O	(I_Number of Sources,EV_26_5623_270,EN_26_24177_15)(I_Source,EV_26_5628_270,EN_26_24177_15)
در		O	O	O	O	O	O	
اعتراض		O	(B_Protest, EV_26_5623_270)	Asserted	Past	Positive	EV_26_5623_270	
به		O	O	O	O	O	O	
وضعیت		O	O	O	O	O	O	
شیخ		(B_Person, EN_26_24179_15)	O	O	O	O	O	(B_Target,EV_26_5623_270,EN_26_24179_15)
زکزاکی		(I_Person, EN_26_24179_15)	O	O	O	O	O	(I_Target,EV_26_5623_270,EN_26_24179_15)
مقابل		O	O	O	O	O	O	
سفارت		(B_Organization, EN_26_24183_12)	O	O	O	O	O	(B_Place,EV_26_5623_270,EN_26_24183_12)
نیجریه		(I_Organization, EN_26_24183_12)	O	O	O	O	O	(I_Place,EV_26_5623_270,EN_26_24183_12)
(		O	O	O	O	O	O	
عکس		O	O	O	O	O	O	
)		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3848">	begin	O	O	O	O	O	O	O
تجمع		O	(B_Protest, EV_26_5626_270)	Asserted	Past	Positive	EV_26_5626_270	
گروهی		O	O	O	O	O	O	
از		O	O	O	O	O	O	
کارگران		(B_Person, EN_26_24200_15)	O	O	O	O	O	(B_Source,EV_26_5626_270,EN_26_24200_15)
کارخانه		(I_Person, EN_26_24200_15)	O	O	O	O	O	(I_Source,EV_26_5626_270,EN_26_24200_15)
صنایع		(I_Person, EN_26_24200_15)	O	O	O	O	O	(I_Source,EV_26_5626_270,EN_26_24200_15)
مخابراتی		(I_Person, EN_26_24200_15)	O	O	O	O	O	(I_Source,EV_26_5626_270,EN_26_24200_15)
راه		(I_Person, EN_26_24200_15)	O	O	O	O	O	(I_Source,EV_26_5626_270,EN_26_24200_15)
دور		(I_Person, EN_26_24200_15)	O	O	O	O	O	(I_Source,EV_26_5626_270,EN_26_24200_15)
در		O	O	O	O	O	O	
مقابل		O	O	O	O	O	O	
استانداری		(B_Location, EN_26_24206_14)	O	O	O	O	O	(B_Place,EV_26_5626_270,EN_26_24206_14)
فارس		(I_Location, EN_26_24206_14)	O	O	O	O	O	(I_Place,EV_26_5626_270,EN_26_24206_14)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3850">	begin	O	O	O	O	O	O	O
تخریب		O	(B_Destruction, EV_26_5629_169)	Asserted	Past	Positive	EV_26_5629_169	
یکی		O	O	O	O	O	O	
از		O	O	O	O	O	O	
دیواره‌های		(B_Facility, EN_26_24217_17)	O	O	O	O	O	(B_Target,EV_26_5629_169,EN_26_24217_17)
حفاظتی		(I_Facility, EN_26_24217_17)	O	O	O	O	O	(I_Target,EV_26_5629_169,EN_26_24217_17)
میانی		(I_Facility, EN_26_24217_17)	O	O	O	O	O	(I_Target,EV_26_5629_169,EN_26_24217_17)
تالاب		(I_Facility, EN_26_24217_17)	O	O	O	O	O	(I_Target,EV_26_5629_169,EN_26_24217_17)
هامون		(I_Facility, EN_26_24217_17)	O	O	O	O	O	(I_Target,EV_26_5629_169,EN_26_24217_17)
در		O	O	O	O	O	O	
شمال		(B_Location, EN_26_24222_14)	O	O	O	O	O	(B_Place,EV_26_5629_169,EN_26_24222_14)
سیستان		(I_Location, EN_26_24222_14)	O	O	O	O	O	(I_Place,EV_26_5629_169,EN_26_24222_14)
و		(I_Location, EN_26_24222_14)	O	O	O	O	O	(I_Place,EV_26_5629_169,EN_26_24222_14)
بلوچستان		(I_Location, EN_26_24222_14)	O	O	O	O	O	(I_Place,EV_26_5629_169,EN_26_24222_14)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3852">	begin	O	O	O	O	O	O	O
تدوین		O	O	O	O	O	O	
پیش‌نویس		O	O	O	O	O	O	
قانون		O	O	O	O	O	O	
تسریع		O	O	O	O	O	O	
مجازات		O	O	O	O	O	O	
اعدام		O	O	O	O	O	O	
برای		O	O	O	O	O	O	
مجرمان		(B_Person, EN_26_24233_15)	O	O	O	O	O	
عامل		(I_Person, EN_26_24233_15)	O	O	O	O	O	
کشتار		(I_Person, EN_26_24233_15)	O	O	O	O	O	
جمعی		(I_Person, EN_26_24233_15)	O	O	O	O	O	
در		O	O	O	O	O	O	
آمریکا		(B_Location, EN_26_24246_14)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3854">	begin	O	O	O	O	O	O	O
ترامپ		(B_Person, EN_26_24251_15)	O	O	O	O	O	
خطاب		O	O	O	O	O	O	
به		O	O	O	O	O	O	
«		(B_Organization, EN_26_24259_12)	O	O	O	O	O	(B_Target,EV_26_30063_178,EN_26_24259_12)
اون		(I_Organization, EN_26_24259_12)	O	O	O	O	O	(I_Target,EV_26_30063_178,EN_26_24259_12)
»		(I_Organization, EN_26_24259_12)	O	O	O	O	O	(I_Target,EV_26_30063_178,EN_26_24259_12)
:		O	O	O	O	O	O	
به		O	O	O	O	O	O	
شما		O	O	O	O	O	O	
قول		O	O	O	O	O	O	
می‌دهم		O	O	O	O	O	O	
هدف		O	O	O	O	O	O	
جاسوسی		O	(B_Espionage, EV_26_30063_178)	Asserted	Future	Positive	EV_26_30063_178	
«		(B_Organization, EN_26_24264_12)	O	O	O	O	O	(B_Source,EV_26_30063_178,EN_26_24264_12)
سیا		(I_Organization, EN_26_24264_12)	O	O	O	O	O	(I_Source,EV_26_30063_178,EN_26_24264_12)
»		(I_Organization, EN_26_24264_12)	O	O	O	O	O	(I_Source,EV_26_30063_178,EN_26_24264_12)
قرار		O	O	O	O	O	O	
نگیرید		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3856">	begin	O	O	O	O	O	O	O
تریلر		(B_Organization, EN_26_24288_12)	O	O	O	O	O	(B_Source,EV_26_5635_215,EN_26_24288_12)
جدید		O	O	O	O	O	O	
بازی		(B_Facility, EN_26_24298_17)	O	O	O	O	O	(B_Target,EV_26_5635_215,EN_26_24298_17)
Doom		(I_Facility, EN_26_24298_17)	O	O	O	O	O	(I_Target,EV_26_5635_215,EN_26_24298_17)
Eternal		(I_Facility, EN_26_24298_17)	O	O	O	O	O	(I_Target,EV_26_5635_215,EN_26_24298_17)
شیطان		O	O	O	O	O	O	
جدید		O	O	O	O	O	O	
بازی		O	O	O	O	O	O	
را		O	O	O	O	O	O	
معرفی		O	(B_Release, EV_26_5635_215)	Asserted	Now	Positive	EV_26_5635_215	
می‌کند		O	(I_Release, EV_26_5635_215)	O	O	O	EV_26_5635_215	
[گیمزکام		O	O	O	O	O	O	
2019		O	O	O	O	O	O	
]		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3859">	begin	O	O	O	O	O	O	O
تظاهرات		O	(B_Protest, EV_26_5677_270)	Asserted	Past	Negative	EV_26_5677_270	
بحرینی‌ها		(B_Person, EN_26_24302_15)	O	O	O	O	O	(B_Source,EV_26_5677_270,EN_26_24302_15)
در		O	O	O	O	O	O	
اعتراض		O	O	O	O	O	O	
به		O	O	O	O	O	O	
اعدام		O	(B_Execution, EV_26_5678_187)	Asserted	Past	Positive	EV_26_5678_187	
دو		(B_Person, EN_26_24536_15)	O	O	O	O	O	(B_Number of Targets,EV_26_5678_187,EN_26_24536_15)
جوان		(I_Person, EN_26_24536_15)	O	O	O	O	O	(I_Number of Targets,EV_26_5678_187,EN_26_24536_15)
شیعه		(I_Person, EN_26_24536_15)	O	O	O	O	O	(I_Number of Targets,EV_26_5678_187,EN_26_24536_15)
مخالف		O	O	O	O	O	O	
توسط		O	O	O	O	O	O	
رژیم		(B_Organization, EN_26_24534_12)	O	O	O	O	O	(B_Source,EV_26_5678_187,EN_26_24534_12)
آل‌خلیفه		(I_Organization, EN_26_24534_12)	O	O	O	O	O	(I_Source,EV_26_5678_187,EN_26_24534_12)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3862">	begin	O	O	O	O	O	O	O
تلاش		O	O	O	O	O	O	
بن		(B_Person, EN_26_24324_15)	O	O	O	O	O	(B_Source,EV_26_5643_932,EN_26_24324_15)
سلمان		(I_Person, EN_26_24324_15)	O	O	O	O	O	(I_Source,EV_26_5643_932,EN_26_24324_15)
برای		O	O	O	O	O	O	
حذف		O	(B_Ban, EV_26_5643_932)	Asserted	Past	Positive	EV_26_5643_932	
رقبا		(B_Person, EN_26_24323_15)	O	O	O	O	O	(B_Target,EV_26_5643_932,EN_26_24323_15)
؛		O	O	O	O	O	O	
خودکشی		O	(B_Suicide, EV_26_5645_144)	Asserted	Past	Positive	EV_26_5645_144	
فرزند		(B_Person, EN_26_24326_15)	O	O	O	O	O	(B_Source,EV_26_5645_144,EN_26_24326_15)
ملک		(I_Person, EN_26_24326_15)	O	O	O	O	O	(I_Source,EV_26_5645_144,EN_26_24326_15)
عبدالله		(I_Person, EN_26_24326_15)	O	O	O	O	O	(I_Source,EV_26_5645_144,EN_26_24326_15)
در		O	O	O	O	O	O	
زندان		(B_Location, EN_26_24329_14)	O	O	O	O	O	(B_Place,EV_26_5645_144,EN_26_24329_14)
+		O	O	O	O	O	O	
عکس		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3866">	begin	O	O	O	O	O	O	O
توقیف		O	(B_Ban, EV_26_5648_932)	Asserted	Past	Positive	EV_26_5648_932	
کامیون		(B_Facility, EN_26_24345_17)	O	O	O	O	O	(B_Target,EV_26_5648_932,EN_26_24345_17)
تانکردار		(I_Facility, EN_26_24345_17)	O	O	O	O	O	(I_Target,EV_26_5648_932,EN_26_24345_17)
با		O	O	O	O	O	O	
29		(B_Numeric, EN_26_24363_19)	O	O	O	O	O	
هزار		(I_Numeric, EN_26_24363_19)	O	O	O	O	O	
و		(I_Numeric, EN_26_24363_19)	O	O	O	O	O	
500		(I_Numeric, EN_26_24363_19)	O	O	O	O	O	
لیتر		(I_Numeric, EN_26_24363_19)	O	O	O	O	O	
سوخت		(I_Numeric, EN_26_24363_19)	O	O	O	O	O	
قاچاق		(I_Numeric, EN_26_24363_19)	O	O	O	O	O	
در		O	O	O	O	O	O	
نائین		(B_Location, EN_26_24356_14)	O	O	O	O	O	(B_Place,EV_26_5648_932,EN_26_24356_14)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3869">	begin	O	O	O	O	O	O	O
جبهه		O	O	O	O	O	O	
مردمی		O	O	O	O	O	O	
آزادی		O	O	O	O	O	O	
فلسطین		O	O	O	O	O	O	
:		O	O	O	O	O	O	
در		O	O	O	O	O	O	
صورت		O	O	O	O	O	O	
درگیری		O	(B_Conflict, EV_26_5655_247)	Other	Unspecified	Positive	EV_26_5655_247	
با		O	O	O	O	O	O	
اسرائیل		(B_Geo-Political Entity, EN_26_24370_13)	O	O	O	O	O	(B_Target,EV_26_5655_247,EN_26_24370_13)
،		O	O	O	O	O	O	
در		O	O	O	O	O	O	
کنار		O	O	O	O	O	O	
مقاومت		O	O	O	O	O	O	
می‌ایستیم		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3872">	begin	O	O	O	O	O	O	O
جزئیات		O	O	O	O	O	O	
عجیب		O	O	O	O	O	O	
پرونده		(B_Facility, EN_26_24427_17)	O	O	O	O	O	
جاسوسی		(I_Facility, EN_26_24427_17)	O	O	O	O	O	
یک		(B_Numeric, EN_26_105843_19)	O	O	O	O	O	
مامور		(B_Person, EN_26_24431_15)	O	O	O	O	O	
سابق		(I_Person, EN_26_24431_15)	O	O	O	O	O	
سیا		(I_Person, EN_26_24431_15)	O	O	O	O	O	
که		O	O	O	O	O	O	
به		O	O	O	O	O	O	
کشورش		(B_Location, EN_26_105844_14)	O	O	O	O	O	
خیانت		O	O	O	O	O	O	
کرد		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3878">	begin	O	O	O	O	O	O	O
چطور		O	O	O	O	O	O	
نیاز		O	O	O	O	O	O	
به		O	O	O	O	O	O	
حفظ		O	O	O	O	O	O	
بقا		O	O	O	O	O	O	
در		O	O	O	O	O	O	
عصر		O	O	O	O	O	O	
یخبندان		O	O	O	O	O	O	
منجر		O	O	O	O	O	O	
به		O	O	O	O	O	O	
اختراع		O	O	O	O	O	O	
سفالگری		O	O	O	O	O	O	
شد		O	O	O	O	O	O	
؟		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3883">	begin	O	O	O	O	O	O	O
حزب‌الله		(B_Person, EN_26_24469_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
تحریم‌ها		O	O	O	O	O	O	
جز		O	O	O	O	O	O	
لاینفک		O	O	O	O	O	O	
منافع		O	O	O	O	O	O	
اسرائیل		(B_Geo-Political Entity, EN_26_24470_13)	O	O	O	O	O	
است		O	O	O	O	O	O	
تحریم‌ها		O	O	O	O	O	O	
جز		O	O	O	O	O	O	
لاینفک		O	O	O	O	O	O	
منافع		O	O	O	O	O	O	
اسرائیل		O	O	O	O	O	O	
است		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3884">	begin	O	O	O	O	O	O	O
حضور		O	(B_Meeting, EV_26_30101_232)	Asserted	Now	Positive	EV_26_30101_232	
فعال		O	O	O	O	O	O	
کانون		(B_Organization, EN_26_24488_12)	O	O	O	O	O	(B_Participant,EV_26_30101_232,EN_26_24488_12)(B_Participant,EV_26_30096_255,EN_26_24488_12)
جوانه‌های		(I_Organization, EN_26_24488_12)	O	O	O	O	O	(I_Participant,EV_26_30101_232,EN_26_24488_12)(I_Participant,EV_26_30096_255,EN_26_24488_12)
بانک		(I_Organization, EN_26_24488_12)	O	O	O	O	O	(I_Participant,EV_26_30101_232,EN_26_24488_12)(I_Participant,EV_26_30096_255,EN_26_24488_12)
ملی		(I_Organization, EN_26_24488_12)	O	O	O	O	O	(I_Participant,EV_26_30101_232,EN_26_24488_12)(I_Participant,EV_26_30096_255,EN_26_24488_12)
